gene	TESTSRR1925826	TESTSRR1925827	TESTSRR1925828	TESTSRR1925829	TESTSRR1925830	TESTSRR1925831	TESTSRR1925832	TESTSRR1925833	TESTSRR1925834	TESTSRR1925835	TESTSRR1925836	TESTSRR1925837	TESTSRR1925838	TESTSRR1925839	TESTSRR1925840	TESTSRR1925841	TESTSRR1925842	TESTSRR1925843	TESTSRR1925844	TESTSRR1925845
IRF4	2.4580602	3.22905000021907	1.124847	1.682195	0.373216	0.2112379	0.2094383	0.1778764	0.58217	0.378692	0.836472	0.565403	4.71521	4.44216	6.31339	2.124287401	3.1802112	2.785652	8.11395	4.031008
IRF5	12.5973690005675	10.047668	5.701957963475	5.047109	7.11911	4.074356	4.979098	4.0008035301	4.768555	6.8939148493	6.907089	7.25617000035325	14.889631	14.5035	15.534421	11.82512	4.335115	4.1472592755	17.946031	7.685149
IRF6	124.255	129.797	147.495	137.388	139.869	149.29	160.671	146.501	198.843	213.585	127.211	125.346	159.203	176.835	163.555	153.331	57.8629	68.184	69.4756	81.0919
IRF7	143.4376	68.67366	38.80754	110.6466	75.11548	26.67154	37.03755	50.08113	257.841	253.2824	218.8576	278.6197	157.50014	135.9704	164.9763	230.7242	27.89726	67.69742	70.95839	51.67161
IRF8	39.4374638	30.289074	22.597211	24.0899052	21.402007	22.199713	21.37281	22.1531	18.6169377	16.166098	21.2813	27.4058	27.697347	28.423016	34.5981	25.373062	26.1399	37.8005317	61.964791	39.502268
IRF9	72.7812	46.50097	45.0162	44.0168	49.9945	34.9357	41.2175	34.97715	60.5383	66.7971	70.7569	65.3552	66.4076	62.409	64.7321	62.2578	18.64481	30.36583	40.3184	26.52092
IRGC	0.114169	0.1101208	0.0323541	0.0782183	0.122752	0.0308159	0	0.0883792	0.0579282	0	0.294576	0.333237	0.139934	0.0668372	0	0	0.124961	0.113017	0.684599	0.127353
IRGM	77.0191	28.5733	16.9826	20.2272	20.6236	19.3242	26.3114	17.2707	75.9392	69.8197	171.201	157.061	53.25	46.362	60.3992	32.4532	10.4546	41.0672	21.7375	16.1308
IRGQ	15.2554	22.3562	21.8652	18.7611	27.1136	23.9482	26.2065	21.4401	18.1298	24.102	19.6975	16.5114	17.1659	18.7787	19.4202	14.8067	12.0528	8.71891	13.6372	13.3108
IRS1	3.39624	5.33869	5.51686	4.10567	4.22588	8.08759	8.77375	6.68622	3.87624	3.61772	3.07509	2.15693	4.79064	6.18258	4.54003	3.83128	1.39452	1.71043	3.2498	4.1837
IRS2	3.69308	6.8114	6.0395	6.74388	6.55393	8.33167	12.5244	8.8972	15.8642	16.3715	5.59367	5.66192	4.94464	7.41638	9.0493	5.83366	8.87261	6.20171	7.1237	7.71546
IRS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380755	0	0.00875656	0.00961799
IRX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX2	0	0.202535	0.0703949	0	0.111061	0.0446104	0.0882143	0.159761	0.0631817	0.0197976	0	0	0.281946	0.393613	0.0898366	0.0507183	0	0	0	0
IRX3	0.66075029	0.847336	0.491719	0.823919	0.692277	0.464306	0.611611269	0.413444204	0.283639	0.370235	0.675566	0.531463	0.532983	0.999521	0.808644	0.528266	0.047300183	0.0219406501	0.151267	0.0479403089
IRX4	5.2953362	0.89449473	0.86052638	0.671864	0.795035	1.926967981	3.204037	0.588523044	0.427810745	0.402033276	0.809108	0.58413	0.073702494	0	0.20252062	0.0244446375	0.17420046	0	0.0200522903	0.044375206
IRX6	0.0121373	0.02960721	0	0.0139956	0	0.0164946	0	0	0	0	0	0	0	0	0	0	0.03339757	0	0	0.0679116
ISCA1	55.4987	63.8934	61.6692	68.5847	62.8887	64.4359	66.1902	62.661	45.2537	46.2814	42.6105	41.5149	59.6741	55.9946	67.6438	73.0789	86.8338	116.057	93.1944	97.3884
ISCA2	42.9515	48.4573	52.0603	48.7759	48.4389	50.5653	48.775	60.13	43.7675	45.5537	37.2608	36.8335	45.1157	44.3503	40.3513	41.6784	53.1878	55.0783	52.9308	57.1767
ISCU	82.0009	90.1291	86.8526	85.0749	84.1142	78.6226	78.1284	86.0534	73.4047	70.7931	66.9819	62.2039	85.499	86.1008	78.1896	81.9346	105.628	106.605	104.888	108.662
ISG15	104.417	26.5306	16.2953	61.1314	36.0386	7.62884	16.1316	14.6427	92.3481	130.311	139.956	225.304	90.3069	55.8699	147.132	157.472	8.59002	38.5726	26.8326	9.37951
ISG20	24.85854837896	21.3067748	29.8908634	32.212755	25.93782	17.891462	18.49669	19.352316	20.058376	30.8415294697	62.33321	85.4531793	36.4544200577734	26.99688	46.03867	28.27686	40.16543	30.044347	26.729825	26.43872
ISG20L2	27.5162	34.3585	40.3034	34.3362	35.9907	40.2917	40.7097	32.5981	17.5218	20.5934	15.2663	11.1343	22.6775	26.0722	23.5536	21.4462	19.4273	21.9887	27.5627	28.4573
ISL1	0.855256	11.163177	23.25443	10.845123	24.40405	21.18421	19.87259	33.04433	9.39953	12.74561	12.2877	7.585857	10.96932	9.576419	2.53988	3.225118	1.60269	1.528917	2.82688	4.0416
ISL2	0.0459627	0	0.0323705	0.0521926	0.0306847	0	0.0404832	0	0.086778	0.0545041	0	0	0.17588	0.101747	0.0411148	0.209916	1.53042	0.231565	0.543508	0.57248
ISLR	5.95059	7.3561	4.62213	4.184328	4.48621	2.325104	3.07591	3.40496	2.476617	3.223594	2.91385	3.17526	10.5943	10.77516	10.0013	7.44887	17.2125	11.63936	19.76164	23.8989
ISLR2	0.11169	0.3720236641193	0.472358	0.389933742608	0.69668263008	0.1849817	0.0721753	0.168271	0.2205901	0.30048140965	0.643330373922	0.269628	0.175021	0.252964936243	0.35087892751	0.285217943445	1.038259658263	0.49814910649	0.770001	1.3101877
ISM1	8.20265	17.9857	11.4909	10.132	17.0875	33.1924	41.7452	19.4064	7.82313	10.1948	10.3672	6.15261	4.35032	6.18462	2.04954	2.34794	2.75174	1.07318	1.83883	2.02838
ISM2	0.211686	0.556265	0.627466	0.714551	0.308923	0.354015	0.403969	0.413174	0.0632091	0.237334	0.280121	0.179958	0.25043	0.532153	0.178427	0.0501178	0.0222637	0.0412793	0.0617381	0.0911075
ISOC1	25.2001	31.2314	35.2242	34.3217	30.818	30.6354	29.9623	31.28	14.3704	18.1119	15.2101	12.7334	26.7756	27.7788	29.3653	20.1836	34.2848	29.7077	39.7121	40.4258
ISOC2	16.949	22.0679	19.6943	18.8259	18.3292	17.2212	18.292	23.1881	10.6564	13.8403	10.2263	10.2572	18.2826	20.7094	19.0162	18.202	34.9027	24.4374	36.9976	38.0334
ISPD	2.11125	4.67096	3.56281	3.042014	4.16553	3.703384	3.600029	2.5643915	2.255895	2.635259	2.295158	2.039425	3.292037	3.288399	3.093225	2.347118	1.761427	2.582192	2.489471	3.361219
IST1	127.637	137.452	132.44	128.956	148.479	143.605	143.156	148.463	175.327	161.761	133.447	129.56	152.651	147.364	148.988	161.262	134.365	166.426	128.406	152.467
ISX	38.9959	12.5937	12.5822	19.07342	7.36457	9.69693	8.43081	22.0242	20.3205	24.606245	10.113549	11.9057	25.2023	20.00252	42.29666	37.8281	14.68816	1.89262	7.142918	0.251117
ISY1-RAB43	45.227	44.1253	47.7335	45.2603	37.474	45.8064	42.736	37.5829	27.0748	27.8702	21.1937	21.6711	33.3159	30.8465	31.1159	29.8231	30.4673	28.3068	31.9249	29.3349
ISYNA1	75.6978	60.574	77.3021	76.4041	53.4712	71.0778	75.3756	55.0788	19.0527	29.4569	30.7675	25.0249	31.3384	36.1656	41.3224	25.8624	38.4551	37.0796	44.7394	57.5689
ITCH	38.29976	44.84299	48.26359	47.39839	45.10401	46.71481	52.3365	39.58526	54.1501	56.06459	43.16237	37.2232	54.14151	56.42582	55.4595	50.4964	37.64217	42.9486	51.82713	52.9277
ITFG1	69.8349	71.9004	68.2533	68.0939	71.3929	61.4576	64.33	55.8058	67.6545	71.8346	58.5627	58.7407	89.0782	76.2973	83.1048	74.2094	34.8446	34.7996	65.6106	55.5928
ITFG2	11.4614	18.346	20.7251	18.0012	18.2194	18.0097	18.3411	21.1205	9.43227	11.1783	9.52588	7.61843	12.2622	12.9657	11.5334	8.57432	9.74483	8.03217	11.0814	11.4228
ITGA1	6.5524	8.7342	9.18401	8.14277	8.42309	7.67529	8.05424	3.84414	4.63618	6.63885	4.36224	5.84595	8.37787	9.08737	14.807	6.15752	20.7694	7.49798	17.8055	15.3105
ITGA10	1.47291	0.869193	0.841414	0.719699	0.517036	1.50977	2.19185	0.36322	0.377706	0.700093	0.355023	0.357018	0.919542	0.967194	1.54577	1.41526	1.05244	0.693462	1.2171	1.07858
ITGA11	0.660326	1.5666	1.56106	1.40294	1.30244	0.507428	1.05962	0.646259	0.590251	0.745387	0.66193	0.571523	1.96087	2.40344	1.89838	0.676608	0.933357	1.38755	1.46707	2.30486
ITGA2	17.3365	17.1616	28.5912	26.2387	38.1624	31.3507	29.1625	19.0419	36.0613	58.2275	47.3815	36.9696	38.092	37.0569	41.8756	23.0021	13.6823	3.02186	10.5624	6.63141
ITGA2B	1.89978	1.89236	0.951379	0.7293	0.666564	0.54099	0.665464	0.342319	0.377169	0.540315	0.648205	0.871818	0.831353	1.06205	2.26569	2.16536	0.41686	0.534746	0.872783	0.869915
ITGA3	79.73936	67.74418	62.06649	79.8283	99.18932	91.59877	95.26853	118.60252	168.20419	198.7898	208.33979	211.27146	121.56337	113.06327	146.81407	130.51775	38.54142	58.725055	45.340947	58.03811
ITGA4	3.38964	4.4609	2.87561	2.41328	2.84889	1.39513	2.14153	1.47399	2.40621	2.60046	2.77692	2.65426	5.29278	4.96513	7.18156	4.77375	3.74962	2.78989	10.7908	5.62435
ITGA5	9.12905	14.138441	20.572694	17.9885	16.57638	5.83182	7.09711	5.37919	3.53306	4.98469	7.970962	8.338098	11.963726	16.149772	18.58954	9.79646	36.433038	15.273519	25.721471	34.315146
ITGA6	204.156093351	195.585020084	232.49201143	249.4184505	220.364624947	215.416000518	211.655830953	193.8910358	199.2790694	229.09364797	165.43017746	151.2547765	196.93133696	214.18214613	201.92469582	175.276978	74.653274	77.68916	69.5438486	98.529864
ITGA7	1.688777	5.03998	4.76842	5.18663	5.27623	2.029286	3.739324	3.1607	6.49786	3.83337	1.915621	1.592356	3.92492	4.72641	6.21953	3.99677	14.26396	8.20546	16.4845	15.4358
ITGA8	0.222629	0.206323	0.316846	0.292787	0.157988	0.199863	0.272566	0.375107	0.342252	0.226172	0.162399	0.0743635	0.279158	0.553866	0.54044	0.611152	5.61437	1.79512	4.26341	6.13792
ITGA9	4.57385	6.09729	4.74039	3.8973	4.25766	1.801803	2.442369	1.0110082	2.63388	3.2982	3.34144	3.86803	7.44757	8.61616	9.0262	5.37582	11.38522	5.83615	11.1752	10.56923
ITGAD	0.156633	0.0538234	0.172163	0.118361	0.0151184	0	0.0424031	0.0427677	0.0583956	0.0133904	0.105667	0.109951	0.0519835	0.0330116	0.223828	0.085835	0.0306836	0.0143244	0.0875597	0
ITGAE	7.362779	6.011209	3.48065	2.713852	2.669264	1.911756	1.895914	3.26579	3.827142	2.500287	4.496563	5.632242	5.493519	4.385832	9.01851	6.017145	1.833406	2.289273	4.353794	2.049837
ITGAL	7.452677	6.41192000922408	2.708152	2.3504295	2.660459	1.5987970108	1.67398000111701	1.29746	3.483262	4.463634	12.24275	15.19516	8.993474	5.582101	9.74042	5.477839	2.04644213	2.26801000259109	9.955223	1.779841
ITGAM	6.25715	15.64026	7.492428	6.37857	12.11538	4.08127	3.39752	2.791181119	4.95442	7.26155	26.9529	30.4714	13.97936	12.87963	10.73393	8.53458	2.024849	1.874080247792	3.60881	6.57633
ITGAV	53.1567	53.0098	52.2684	53.3883	64.6051	44.1345	47.3256	41.9454	84.4795	110.156	102.227	108.619	82.6751	71.6059	93.1154	68.6192	17.7666	13.5777	19.9305	19.9398
ITGAX	11.4613	6.49669	6.23628	3.92741	3.57981	4.1013	5.175	2.52937	6.68097	8.82629	6.24486	8.47691	15.2054	16.7329	15.7579	13.1791	2.37183	5.21433	8.79958	5.03407
ITGB1	233.75	266.177	303.724	272.365	325.936	295.922	314.354	289.489	301.856	364.09	347.691	313.556	333.825	332.024	312.151	237.923	216.103	128.39	194.377	212.405
ITGB1BP1	21.08391	22.70495	21.14751	20.96791	20.62699	21.17591	23.71673	22.0301	15.20343	17.21673	18.38087	18.77754	22.28167	22.21001	20.48642	19.37757	14.80696	14.25084	16.17936	16.89635
ITGB1BP2	0.475236	0.402217	0.936065	0.380562	0.596729	0.149741	0.906644	0.285283	0.142734	0.312659	0.070175	0.201908	0.0570026	0.273383	0.404252	0.056494	0.355437	0.0932446	0.186856	0.617761
ITGB2	16.8284	15.0111	9.60884	6.9897	10.4913	4.1875	3.971	4.02536	9.65018	10.3673	40.4932	49.3292	23.6383	17.6417	22.4211	13.4484	4.57343	5.08992	18.1584	7.10174
ITGB3	6.65924	9.88219	10.0476	8.56595	7.86871	3.4173	4.76286	2.985	2.40853	3.83838	3.31363	4.44167	10.2088	12.2714	14.6826	6.15027	5.91752	3.65886	6.98684	6.80084
ITGB3BP	4.75879	4.30371	7.69605	6.68277	3.6721	4.45281	3.51884	4.2824	2.49794	1.75248	1.88948	1.51126	3.12173	3.23132	4.44891	2.62815	3.44615	4.58395	5.67436	5.77152
ITGB4	76.57077	132.025930497011	128.32928779543	152.344305076	169.9050783991	180.861540113224	181.3087820757	234.1610966607	219.294250816708	270.30907	185.864540002772	170.568070000866	141.51203	159.8367745	161.46734	131.97148	44.1017352769	56.80082	53.343049	69.566593
ITGB5	45.882114	43.607928	37.311268	38.242516	35.076756	37.9737	44.74647	54.4495	71.647334	75.979635	70.54218	63.428804	73.70889	75.82412	83.1321	62.57671	35.289494	29.470165	38.277707	33.762934
ITGB6	33.283796	26.3489	30.5875	36.012651	29.40477	18.32254	17.97096	23.06095	74.943399	87.68616	57.176073	67.803947	59.511813	48.806289	63.4133	56.492089	14.23026	15.19441	9.91941	12.04077
ITGB7	8.36407	5.0311	1.64276	1.63495	1.68694	0.805252	0.804939	1.12569	3.59544	2.41395	4.96052	7.68936	7.64012	5.32219	9.12691	6.73142	4.32854	3.84421	13.3712	1.96521
ITGB8	7.28527	17.3265	7.00415	10.3358	14.6119	33.1308	35.5524	29.0231	14.7757	23.039	3.02786	3.6008	5.84432	11.0771	10.9417	8.29029	0.450525	0.264247	0.903909	0.536979
ITGBL1	0	0	0	0	0	0	0	0	0	0	0	0.0271226	0	0.0292248	0	0	0.05406	0.0999502	0.0500555	0.764271
ITIH1	0.0136303987	0	0	0	0	0	0.024098447	0	0	0	0	0	0	0	0	0	0	0	0.017356524	0
ITIH2	0.280052	0.496849	2.09015	1.82778	1.49073	0.765561	0.842913	0.875716	1.13209	0.514265	0.133874	0.173774	0.352136	0.505047	1.08687	2.00439	2.19399	7.0856	10.6076	18.8166
ITIH3	0.840091	0.633911	0.41247	0.42283	0.976309	0.166797	0.243256	0.655767	0.37758	0.523413	1.28773	1.58646	0.903276	0.867054	0.842422	0.757807	0.571273	0.292916	0.584439	0.407145
ITIH4	0.0139437	0.08521	0.038682400430555	0.0308891	0.0910865	0	0.0492922	0	0.0180929	0	0	0.0192396	0	0.0199831	0.0767146	0.0421105	0.1112922	0.0355813	0.086544600856777	0.058778
ITIH5	15.197	16.7938	16.7128	26.0213	19.2676	12.9051	19.0846	22.549	69.7326	48.4402	15.7666	12.8079	29.1082	32.5691	43.728	60.7576	37.7528	99.9437	125.006	154.981
ITIH6	1.14499	1.99954	1.13546	0.887475	4.43769	4.61861	6.35805	2.35484	0.938115	0.97514	1.42009	0.553287	0.317952	0.537657	0.393516	0.195639	0.0538755	0.0123981	0	0.0681733
ITK	1.53512217	0.81331255165139	0.127966847	0.26495497	0.37461945	0.26445554	0.2122413	0.52936162	0.5995998	0.685151	0.9194991	1.9419440022277	0.7877923	0.74185	2.00247289756	1.07143000593226	0.36945754	0.52552126	2.24170127345979	0.2530557
ITLN1	738.107	219.005	124.879	55.8111	48.7992	26.0444	22.027	13.9928	7.41395	8.58314	20.7779	13.1507	112.629	66.1414	74.877	290.02	386.097	41.699	8.09158	1.18155
ITM2A	1.2485	0.855099	1.20795	0.87672	2.67065	0.498115	0.754655	0.47483	0.397943	0.633792	0.525723	0.419748	2.18071	1.24213	2.43184	1.76188	6.8942	2.97355	7.62855	8.96685
ITM2B	698.422	748.88	579.374	632.501	798.921	549.154	594.825	720.499	1243.28	1049.03	950.986	924.706	1013.56	1028.27	936.99	1095.34	777.895	998.121	1049.86	1043.89
ITM2C	122.544	158.321	133.312	104.023	134.4	103.569	108.229	104.582	93.8235	112.977	105.942	97.4685	133.919	134.639	159.056	127.846	68.4056	58.3315	83.4654	78.7499
ITPA	111.809	117.102	115.939	118.031	106.642	102.471	99.6963	89.8191	83.3362	86.2611	67.7788	60.3735	93.3023	99.0824	91.0578	97.9161	68.0302	69.2806	78.9985	80.8579
ITPK1	75.557	54.837	46.4188	66.7839	54.4529	40.5583	45.2394	75.2754	121.528	94.1127	137.932	142.661	84.7306	82.9688	101.909	89.0846	89.3136	85.4326	101.439	107.472
ITPKA	0.884753	0.56733	0.756329	0.823476	0.782028	0.501871	0.28712	0.766998	1.12372	0.807967	0.570543	0.631918	0.356766	0.584823	0.969353	0.961056	3.82243	6.05219	6.585	6.82743
ITPKB	4.72842	5.55628	5.85254	5.41145	5.50306	4.8414	6.13895	2.52581	2.73474	3.86937	2.89344	3.04524	4.8419	4.84093	6.84916	4.17537	10.4648	6.36095	11.7176	12.9943
ITPKC	24.9544	26.5177	30.8246	31.7927	37.0996	30.613	30.8775	37.9739	49.4393	51.45	47.7478	51.2335	32.3287	39.6325	34.4974	36.078	18.4101	23.6781	24.7347	31.6164
ITPR1	6.60054	10.55001	11.2594	8.93352	8.82274	6.86395	8.48105	5.14702	4.880602	6.723358	5.10807	3.9470263	9.11471	9.07642	11.17127	8.40872	9.57084	7.27925	13.50238	14.86838
ITPR2	1.94946276	2.488115	3.735423	2.780363715	3.121087532	2.6966620501	3.096842655	3.690649	1.604790642063	2.435926	2.8370517	2.47691169514	2.0481018	2.288943	3.57814	2.333832264	4.005361	3.626938	7.7731286776	4.98569152492
ITPR3	44.5248	49.7009	55.1726	57.1508	70.2045	58.7416	64.7837	80.2733	112.342	136.145	114.007	103.196	87.6975	91.4136	95.8645	76.0913	26.0315	40.4389	49.4007	59.3364
ITPRIP	3.27071	4.42033	5.99833	5.71891	6.2594	7.19198	7.60102	8.1297	5.48368	6.55195	6.78366	6.66217	3.99853	4.15851	5.41568	2.81538	3.59465	2.4046	4.96528	2.45044
ITPRIPL1	4.27061	5.67883	6.305738	5.33459636	22.20019	13.929335	14.153900000386	13.24415	4.0658234305	6.91114508	6.8706	5.8925	4.56954	3.66469	4.30262	3.32962408535	2.40816	2.132504	3.146754	3.202275
ITPRIPL2	15.9296	18.9853	16.0435	20.5219	26.4871	41.9343	36.3877	46.7257	107.467	100.928	63.8036	54.1633	38.6072	53.0821	33.9228	42.4796	6.37198	4.78716	7.74572	10.6088
ITSN1	13.87508	16.703797	18.5915464	17.01358	12.77288268377	18.6917927189	19.92711	16.1605002579	12.524093396	15.14485938	11.132592	10.6257940073057	15.31267264784	16.1007386	20.147664	14.990352	14.15328069063	14.721087	19.000317001031	26.71968
ITSN2	28.7077317	30.7402	36.9925	33.990214	32.015422	35.2578	40.7352	27.228334	34.198455	46.2521	34.972114	31.872047	39.2509	37.4765	46.509154	32.729227	18.5621	18.7371	28.834	26.1528
IVD	25.1207	30.654	38.8327	30.985	29.005	29.6237	31.2272	31.1563	15.8965	17.7562	14.4041	10.9831	22.4658	24.5206	26.5717	22.9956	33.5065	37.0908	47.2201	51.7254
IVL	0.0909067	0.0555838	0.291028	0.105241	0.403187	0.743326	1.08608	0.487851	1.20505	1.54852	1.82226	3.13356	0.177027	0.339887	1.49527	0.316114	0.0631999	0.0580374	0.0290379	0.0320367
IVNS1ABP	260.58616	326.35478	325.84063	343.68421	277.17448	291.51641	342.79193	265.47012	355.59847	384.09793	134.1826	125.8628	393.532105	463.9258	433.45128	440.18375	267.11894	277.7323	383.937475	453.872609
IWS1	16.42442	17.98307	22.72511	21.34293	20.3713	21.07842	21.0501	18.96127	15.33117	17.2636	14.8695	12.48091	16.7797	17.41708	17.93407	15.89001	15.82009	14.87227	18.43084	17.31658
IYD	3.57135	5.13418	4.04658	6.36112	6.69023	2.86691	2.60597	2.26445	10.7323	6.94205	3.49292	5.15512	7.88202	8.36921	10.5219	15.0261	6.9794	15.5439	12.1764	20.5334
IZUMO1	0.534239	0.153466	0.266791	0.288874	0.0856651	0.0854903	0.0555719	0	0.0407442	0.0766026	0.0597987	0.0431247	0.147803	0.0940346	0.57899	0.0973619	0.394252	0.323057	0.563325	0.353352
IZUMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO4	12.6419	24.6561	24.811	15.2772	18.3448	16.9764	19.3453	29.807	15.6463	19.4444	12.8275	9.42316	23.823	27.3745	16.8591	14.4899	14.5518	12.2976	24.972	24.5875
JADE1	6.524894	9.6384698	11.54293000669	11.297643	7.7214236095	11.0864	11.931861856	10.425003	15.45942	16.61728	5.8784130187	4.328207	10.244867	12.05726	13.37271	12.746905347	12.7689900106663	8.66888	15.0636	15.58927
JADE2	3.49227	7.36625	7.38953	7.16237	8.03279	7.1549	6.83082	10.9796	6.8466	8.44322	10.0889	8.20693	6.68969	8.63816	8.13578	5.54997	4.77836	4.68087	8.69801	8.80951
JADE3	9.32569	11.70844	12.847505	10.9788	10.7647	8.23091	9.55186	8.378	7.46927	9.67454	5.64281	5.15686	8.35497	10.9041	6.83015	6.74344	4.25994	3.83553	5.851104	5.3484
JAG1	7.58401	5.9292	6.57234	6.44601	7.12796	8.56551	9.96124	6.15972	4.52462	7.03105	5.54829	5.33382	6.09181	6.7945	8.54384	5.53961	6.93903	4.57216	6.93292	8.00003
JAG2	7.36132	10.7003	11.0889	11.7424	13.4634	23.7036	25.9263	25.2305	8.1626	13.2256	4.46794	4.14437	7.16337	8.8131	5.89902	4.35471	1.77801	1.6291	2.32635	2.4638
JAGN1	56.02524	52.81579	49.11583	52.48679	49.48078	60.14999	54.45958	45.53488	33.56699	37.20468	31.80308	28.19619	42.742403	39.6873	47.22207	38.660148	46.33138	42.76786	44.82036	49.41039
JAK1	60.7813	67.4944	68.6525	65.0673	64.0871	62.9424	68.8198	63.707	74.6273	79.5182	61.6169	56.8279	79.461	79.367	86.5418	75.6981	58.2736	68.0273	82.5185	69.0859
JAK2	58.7421	57.3678	51.11864	56.17844	60.25271	47.526975	47.543942	61.3883	104.846542	103.73104	83.5967	83.987768	81.675701	83.28887	75.085711	75.719	32.74166	41.167753	49.7327702	51.62842
JAK3	19.3492	22.3693	21.35285	17.00018	19.20042	18.75952	22.67408	20.92275	10.65681	17.05478	19.8557	17.87126	22.67113	18.87782	22.86819	13.82991	3.96616	4.65551	10.91373	6.76648
JAKMIP1	26.14269	39.26205	36.50308	35.67308	28.99356	27.76773	30.06892	33.19113	24.54753	24.58309	11.77159	12.27513	30.71554	32.71802	30.06509	28.7388	18.57769	22.81491	29.55207	34.01831
JAKMIP2	0.0124105	0.0606955	0.052859	0.0142768	0.0339749	0.050829	0.065654	0.0242208	0	0	0.0236489	0.0170679	0.0196028	0	0	0.0193415	0.313704	0.11256	0.271908	0.105031
JAKMIP3	4.13872	8.43077	7.16591	5.89007	2.58802	1.63668	2.63674	2.51883	0.376712	0.992401	1.05435	0.63813	3.57106	3.85817	2.44786	1.10371	0.191885	0.12398	0.211694	0.174542
JAM2	2.90185	4.29304	5.25553	4.47039	3.90751	2.59704	3.95574	0.930828	2.11147	1.99659	0.755784	0.92273	5.4393	6.72962	7.66261	5.03249	7.91628	3.65231	6.61401	8.73247
JAM3	3.08611	4.28049	4.43906	4.72317	2.66114	1.75756	2.34081	1.60183	2.34916	2.32581	1.21557	1.09737	6.14124	6.31225	7.46289	5.50468	10.7155	8.53264	15.1532	13.3308
JARID2	16.32493	21.48264	21.35644	19.65575	16.13372	15.8184700005316	17.34738434507	13.80918	10.68081	11.20877627368	12.5736800239816	10.16873	14.0657051741	15.85029	15.16143	13.91834	14.26208209842	14.63802190624	22.24496030462	19.83487
JAZF1	0.686693	0.915797	0.765333	0.754026	0.760519	0.3573743	0.464739	0.476712	0.705098	0.400674	0.750113	1.059802	1.42296	1.3036061	1.48544	0.688771	1.834010267156	1.54067	2.17615	2.44662
JDP2	9.2347400740381	9.76096	12.439354	11.01475	14.1929300073515	7.144240355449	6.86298103892	6.09285120021	9.529186	12.48481	30.116000292559	46.97260728115	15.196180417879	15.055020877496	24.1924000359434	18.318500449281	5.62596	5.62095193962	7.140730391177	9.37401
JKAMP	31.87968	34.31763	35.9911	31.79985	32.467	30.25989	31.16435	27.55662	24.8669	30.18218	23.1893	20.5706	29.11763	30.17203	29.40533	24.2478	17.82013	16.22737	21.21666	21.06477
JMJD1C	20.45945	25.02898	27.920602	27.759528	24.235215	24.433876	28.950769	24.128543	35.50326	41.272436	20.175244	20.549845	34.039355	37.352447	40.024564	34.569041	17.444785	20.849362	30.757457	28.140146
JMJD4	5.49744	5.49298	7.55807	6.91737000042303	5.887680105	6.57953	7.96691000486442	5.77977	3.657283	5.18728761244	3.8584900677461	2.83365	5.33201600021233	5.05574000868565	5.40743	4.77492000188773	4.80786	5.02058	6.52748471	6.16733
JMJD6	46.09603	45.85449	35.74092	36.86792	40.16882	50.85824	54.97472	37.14336	26.99582	34.20621	29.74699	26.99126	33.40758	30.9319	37.2721270052	33.76272	34.84989	32.60397	29.837	30.76001
JMJD7	6.83897	9.76229	11.4979	10.7972	10.0125	10.9542	11.4322	13.3814	6.35139	7.91956	6.51948	6.5119	5.82154	8.6494	6.24761	5.41041	4.26989	4.2307	8.99047	9.48278
JMJD8	37.3451	45.5189	43.1362	34.2899	35.9267	38.027	39.8769	31.3547	23.0194	30.3842	19.1777	18.1841	37.4399	33.493	37.7183	33.8289	34.3153	31.3924	41.5059	46.9813
JMY	11.7407	18.0691	16.9496	12.989	13.7487	18.2164	21.3198	13.5201	8.20622	10.1985	7.52436	5.11679	10.5447	13.652	11.9973	7.81769	10.4094	5.54667	9.39829	9.20111
JOSD1	23.0012	27.9491	28.8584	26.9895	25.7753	35.536	36.6169	26.4913	19.505	22.0122	15.4721	15.149	23.994	27.1629	27.4213	24.5133	22.7049	22.3783	28.424	29.6354
JOSD2	38.140968	41.6044	41.255857	36.564952	24.61058	37.608713	41.45523	26.935727	23.292768	30.54485	19.473228	24.76899	34.89418	32.210052	38.493379	34.361326	33.952513	28.45408	25.2271	22.831254
JPH1	0.339375	0.502078	0.633562	0.458187	0.432223	0.590604	0.50793	0.328922	0.210365	0.188199	0.194174	0.157036	0.292881	0.422043	0.31776	0.260737	0.789442	0.509242	0.906313	1.3013
JPH2	1.584846	2.26839	2.5351106	1.73555	1.36194451927	0.7288377	1.01940000723014	0.660817	1.11384	1.566613	0.481998	0.39133800611405	3.28189000049771	4.61093	3.26716	2.058391	24.64064	9.748468	17.891588	23.68203
JPH3	0.100594	0.0858513	0.0571423	0.0808179	0.067813	0.0951647	0.0711708	0.0390683	0.0515121	0.072597	0.0762084	0.151157	0.0618952	0.0893645	0.0911842	0.0771797	0.66088	0.344281	0.556424	0.434657
JPH4	0.458801	0.950825	1.03755	0.579525	0.891598	0.305748	0.460135	1.11269	0.301256	0.397664	0.888436	0.535514	0.600344	0.386409	1.4227	0.693362	1.80411	0.738619	1.90246	1.96182
