gene	TESTSRR1925826	TESTSRR1925827	TESTSRR1925828	TESTSRR1925829	TESTSRR1925830	TESTSRR1925831	TESTSRR1925832	TESTSRR1925833	TESTSRR1925834	TESTSRR1925835	TESTSRR1925836	TESTSRR1925837	TESTSRR1925838	TESTSRR1925839	TESTSRR1925840	TESTSRR1925841	TESTSRR1925842	TESTSRR1925843	TESTSRR1925844	TESTSRR1925845
C14orf1	90.6945	98.2802	102.297	110.277	100.603	108.172	99.6614	102.202	83.4998	85.0441	77.3672	67.356	102.789	91.7102	101.544	83.9415	97.0914	77.642	99.355	87.348
KIAA0141	21.7239	29.1809	32.3692	29.4385	22.8982	27.5175	29.2814	26.7961	14.2209	16.2252	12.2838	9.69544	20.0024	18.8975	21.4155	17.5913	22.302	21.3872	25.7682	26.2512
KIAA1841	11.343865	16.671364	19.285512	17.684746	18.8155600093357	15.501223	15.446865	16.2366700100227	10.692512	13.012173041	13.499631	10.613711240853	12.997473	14.807539	13.020207	10.522479000526	8.187888	7.0839970333179	10.2529200086765	11.23754
C17orf49	62.057817	62.894650606328	69.17634	61.0259478	60.13489	61.63601	58.18804	61.0818	39.13242	47.65872	30.2997500018783	32.77742	45.28099	40.435856022	40.15855	37.21121	37.43499908	33.76446	39.04475	41.13843
C2orf68	14.5365	19.9861	20.4204	18.4882	18.1165	21.0863	24.1091	22.9966	18.0858	23.4404	14.3617	12.6107	20.7192	21.1503	21.7217	21.1023	16.1343	16.8868	23.0947	25.1032
C1orf123	31.884342	41.365933	38.228898	34.72478	29.621148	35.727449	35.18178	33.948774	19.627297	24.283157	18.626259	16.246658	29.731462	29.597477	26.550076	25.231525	31.24827	26.5371	28.575877	31.734043
C4orf19	93.5171	108.887	97.4702	89.9992	109.867	104.654	93.7002	125.417	118.527	116.221	102.475	96.9506	111.462	113.249	84.2276	100.55	68.1726	57.4922	69.4975	64.5765
C21orf59	34.9098	31.6803	39.5358	34.3937	32.7282	36.8556	30.3827	36.0195	17.868	19.2382	19.4017	18.8357	22.5028	21.0379	20.6004	22.4698	22.7141	25.3517	20.7069	23.3349
C11orf58	164.23697	228.37447	194.35806	170.14534	198.16355	183.04273	179.57209	179.96681	114.75743	120.5211	114.7449	95.2319	124.10572	143.94321	104.41219	93.6542	72.59778	65.4104	83.012661	87.33796
C20orf24	166.362	154.063	152.882	145.331	149.834	166.504	162.642	137.671	88.6533	90.0587	97.027	91.8702	114.617	105.294	125.75	120.142	136.624	153.047	126.113	137.673
KIAA0391	14.7274	13.7421	14.242	11.1168	11.7498	12.4113	12.3172	10.5586	5.49745	6.39662	5.83139	3.49729	7.52344	9.22307	8.06684	7.14732	8.63441	6.23519	8.92039	9.42661
C9orf16	59.611	54.9088	55.6447	50.4343	59.3527	45.8932	41.9514	51.0746	35.6189	47.5201	84.9719	80.9842	47.9127	43.1581	60.6583	50.2709	30.1291	34.1619	31.408	28.4089
CXorf40A	27.2812	35.3601	38.1391	32.8903	33.463	31.5574	35.9843	31.7743	23.8487	24.4098	18.831	18.6916	26.927	27.6955	25.1781	24.6787	24.0316	22.7814	30.1026	24.6529
C9orf24	0.252084	0.1537194	0.1899572	0.064321	0.195695065	0.0749103	0	0.0543529	0	0.152032	0	0.1810176	0	0.16659600177015	0.463881013	0.086347568712	0.483639	0	0.035488	0.35577396
C11orf1	13.635052	16.98486	18.22465	19.473175	16.50046	16.269144	15.689713	21.851428	27.234918	24.48016	18.218723	14.885244	21.16424	25.15895	20.660313	22.380144	22.33203	25.763575	27.936537	28.774106
C3orf80	0.345139	0.462487	0.707388	0.373651	0.255048	0.116526	0.122232	0.133055	0.0661149	0.0829528	0.0978451	0.0936029	0.321038	0.179494	0.250516	0.132228	0.378377	0.15331	0.412883	0.192137
C20orf196	22.545783	35.218618	27.91315	23.694578	17.41958	19.131439	20.876642	19.294277	12.381519	15.287706	8.187056	7.887633	18.67558	20.61906	11.74197	13.442494	9.200363	9.906782	9.386273	7.738782
KIAA1429	17.30709	19.721659	22.2166	20.6433	19.6721	21.196	23.585326	17.5168	17.3927	19.686483	14.7854	13.5917	19.7095	18.5707	19.8198	17.340061	14.2329	14.621346	18.328754	19.022152
C8orf33	42.30969	42.8082	41.70022	38.40732	33.3591	36.26274	36.76204	36.99943	38.40742	38.19629	28.65886	29.82866	41.26244	42.98256	34.29571	35.91383	25.69138	34.06268	28.79538	30.11963
C11orf49	8.78133	12.26104	13.71737	9.81481	15.37095	10.0629	10.31451	12.61662	5.104432	6.72309	5.85508	3.965991	8.80518	9.42176	7.57716	5.67201	6.25559	4.64818	7.03998	10.19428
C9orf85	77.2961	56.0762	64.9927	65.299	51.459	46.1087	44.0016	57.7559	63.7988	55.6023	69.6813	70.4991	71.5496	63.2661	69.1352	72.9325	62.1453	51.8246	65.2059	53.5817
KIAA1143	10.6449	12.566	11.3233	11.0244	10.9984	9.26852	10.4903	10.0954	9.21053	8.38797	7.26411	5.45296	9.82526	10.0077	8.3748	8.30703	6.60456	7.39859	8.01617	7.28486
C3orf58	11.0397	14.9855	13.6058	14.298	9.15427	8.15573	10.2042	8.38378	12.739	12.9984	5.52895	5.51184	18.9641	19.8661	20.0341	18.7279	13.5864	13.0248	17.0814	15.542
C16orf74	3.10645	3.82682	3.94074	5.04036	6.70386	6.4803	5.53357	5.86754	0.469603	0.301242	0.571656	0.385829	1.02877	2.57724	0.771601	2.40845	1.47217	0.695256	2.80454	3.02896
C12orf73	21.31938	25.56674	26.60997	25.29949	26.79553	30.141447	31.67395	25.41418	9.50109	11.967561	7.128200974293	8.54638	15.90224	14.24864	19.45612	12.09928	22.11431	15.56924	21.36051	22.93472
C2orf40	0.340508	0.344282	0.16013	0.259516	0.152674	0.0765921	0.199892	0.328868	0	0.13642	0	0.0768514	0	0.252674	0.206994	0.346917	0.697	0.214206	0.427178	0.15792
C16orf59	7.60585	7.60718	9.73511	8.18676	5.71628	8.17198	7.34764	7.67616	2.53526	3.90023	3.25769	2.43614	4.05748	4.28771	4.10131	3.65973	3.65303	2.93172	5.75523	5.19396
C19orf24	36.3646	33.6315	29.8088	33.628	20.693	32.6236	32.8597	20.1478	14.4135	14.1497	10.6006	9.30863	21.6439	20.636	20.8914	21.8532	34.1242	22.0547	23.7342	20.5567
C6orf120	38.19266	51.27299	48.1646533	50.41367	52.30875	50.0895	51.95495	69.1404	54.07818	55.44815	44.9865300579987	43.65148	57.74875	61.94791	54.4678200010398	56.32564	39.28045	41.6965	46.55573	47.37728
C19orf12	9.62885	9.084967	8.32881	6.513053	7.72923	7.13278	7.56527	6.00354	5.7105	6.795047	9.47567	9.937305	9.53441	10.02378	10.74147	6.99762	5.84634	5.73264	8.29244	4.86432
C2orf70	0.0750021	0	0	0	0	0.101003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723903	0.361782	0.3709460546	0.792662	0.609666	1.111002	0.376858	0.592448	0.8885388	0.886965	0.878487	1.05288	0.495587	0.645313	0.538152	0.4192412	0.299902	0.346942	0.214704	0.354873	0.643543
C5orf49	0.279623	0.092977	0.181108	0.0881771	0.069464	0	0.0899059	0.0992853	0.132715	0.0930945	0	0	0.35952	0.342359	0.188811	0.237517	0.355834	0.262538	0.425482	0.430392
C9orf50	3.38513	6.02451	6.96051	4.7643431334	5.19212	3.7403	4.704354	6.194402	1.77435	2.283484	1.567712	2.05922323826	2.89477	3.3611	3.33554	2.283399	2.683991	1.89719	2.811686	5.02884
C17orf98	0.182918	0.22202	0.256878	0.31327	0	0.616661	0.484466	1.05974	0.232262	0.440439	0.172291	0.122826	0.425698	0.135867	0.335413	0.561801	0.253271	0	0.34727	0
C2orf81	0.968254	1.66701	1.51778	1.81787	1.09655	1.49998	2.24217	1.69639	1.14207	1.05066	0.150068	0.243401	1.15832	1.43965	1.65263	1.55006	2.01738	2.06542	4.19752	5.50559
C17orf105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-526A4.1	0	0	0	0	0	0	0	0	0.0310297	0	0	0	0	0	0	0	0	0	0	0
C4orf22	0.0605098	0	0.342779	0.138983	0.0823295	0	0	0	0	0	0.114827	0.0824963	0	0.0906316	0	0.376156	0.0849289	0.467587	0.155598	0.343046
C9orf116	0.375209	0.230582	0.26765	0.144996	2.46391	0.255383	0.55702	0.121893	0	0.0760847	0.119102	0.170951	0.19456	0.374618	0	0	0.086703	0.0801289	0.160403	0.620088
C19orf81	0.967956	1.71276	1.42096	0.2849873	0.55615	0.747157	0.548714	0.793844	0.130747	0.371752	0.484751	0.3402315	1.09899	0.538282	0.468581	0.711851	0.213691	0.329336	0.491653	0.216838
C6orf118	2.37962	2.619121	3.42618	2.634393	3.773322	2.60193	2.173851	3.67961	2.19992	2.18489	2.09257	1.70607	2.99579	2.778254	2.46213	1.467998	1.767802	1.07579	3.37099	2.45346
C14orf105	0.0852039	0.103708	0.120372	0.0489818	0.520234	0.0578673	0.149828	0.247402	0	0.103701	0	0.0581797	0.134128	0.0637544	0.157615	0.132261	2.03972	0.330751	0.988442	0.119754
C4orf51	0.0499018	0.060966	0	0	0	0	0	0	0.128637	0.0604552	0.0953339	0	0.233035	0.0744727	0	0	0.0689418	0	0.127068	0.21033
C11orf97	0	0.0979785	0.113886	0.184274	0.216673	0	0.140954	0	0	0	0	0.109532	0	0	0	0.123606	0	0	0.204739	0
C1orf158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf194	0	0	0	0	0.131072	0	0.16968	0.188214	0	0	0	0	0	0	0	0	0.135144	0	0	0
LOC102723899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105845	0	0
C1orf100	1.45164	1.11701	0.217019	0.615463	1.03724	1.03857	0.944915	0.295949	0.691267	0.557282	0.879073	0.41683	0.832928	0.114639	0.70965	0.823916	0.3186	0	0.391223	0
C4orf36	0.869758	0.708831	0.718598	0.668488	0.428484	0.395059	0.386497	0.392546	0.259627	0.528641	0.620987	0.099043	0.246551	0.216874	0.134222	0.562161	0.605754	0.861191	1.706173846	1.163279
C17orf97	1.30562	1.41843	1.77966	2.18135	1.70471	2.79136	1.50058	4.19903	1.47959	1.27115	2.46324	1.76784	1.56268	0.896853	1.202	1.40182	2.653	1.9406	2.23747	2.54618
C15orf39	19.0503	23.7032	24.3556	20.6719	27.1625	22.7022	23.117	27.0172	29.1563	39.0996	37.8855	32.0432	26.2847	27.1365	24.9959	20.9732	6.33665	4.24271	5.30602	5.71046
C12orf50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf95	0	0	0	0	0	0.0584671	0	0	0	0	0	0.118153251672	0	0	0	0	0	0	0	0
RP11-402G3.3	0	0.101876	0.11871	0.192336	0.340079	0	0.148179	0.324138	0.621027	0.369542	0.317296	0	0.912559	0.49867	0.307079	0.128877	0.231643	0	0.424686	0.235461
C19orf45	0	0	0.0561719	0.0454122	0.31978	0.0391867	0	0.2310392	0.0372316	0.0476763	0	0	0.133871	0	0.158375	0	0	0	0.1765587	0.0806933
C2orf88	14.50943	16.02838	13.37941	13.25992	8.266611	7.30838	10.968448	7.328483	11.0499	8.083394	7.97697	11.9755	16.72706	14.21661	16.48536	15.22053	21.31256	10.14419	14.43257	12.3769
C10orf82	0.0526059	0.256227	0.149799	0.0608746	0.213953	0	0.0932101	0	0.135715	0.127916	0	0	0.0814327	0.313134	0.193774	0	0	0	0	0
C20orf141	0.213988	0.130242	0	0.168404	0.486755	0.0979167	0	0.14096	0.27166	0.12831	0.138782	0.098863	0.332159	0.214011	0.266964	0	0.0994155	0	0.183448	0.204477
C17orf50	12.9811	13.85	6.32726	6.03038	11.1597	13.6021	14.2685	11.1587	10.071	14.938	5.377	4.72651	13.9571	11.3131	10.5308	13.101	6.01904	1.41651	4.16633	1.63993
C6orf203	50.8526	40.3435	43.3477	44.5537	41.2331	43.148	46.5583	39.0093	30.9651	32.7249	26.7426	23.9425	35.8544	41.3653	29.8709	38.1991	46.4716	67.0699	58.9352	64.2333
C20orf85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf131	0	0	0	0	0.0156328	0.0312383	0	0	0	0	0	0	0.0179155	0	0	0	0	0	0	0
C10orf53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf168	5.687687	2.99701	1.57946	2.587933	2.48223252615	1.13575000221268	1.34296	2.526146484545	1.159805	1.8745580235638	4.955119	4.561844	7.082282	3.839598	8.9659	4.676576	2.861500277506	1.0395	2.32691500055791	1.134660030431
C1orf21	4.91945	6.95401	6.01956	8.17176	5.32268	6.16839	5.91148	7.01833	8.2442	7.71018	4.78109	4.77446	8.14162	8.89783	10.001	8.01536	5.81752	6.25301	11.2001	12.6611
C1orf146	0.6658769	1.26528	1.63682	0.588185	2.142808	1.27118	1.61652	1.851871	0.612411	0.601523	0.677238	0.299683	0.826257	0.878855	0.364192	0.579944	0.891272	0.608082	0.7196	0.890656
C9orf135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723545	0.0305738	0.0402531	0.0436868	0.0381416	0.0448283	0.0417285	0	0.0599929	0	0.0802928	0	0.0909163	0.0513111	0	0	0	0.0459952	0.0392676	0.156536	0.0927202
C11orf94	4.1556	5.74882	4.66085	3.03965	3.26423	4.09938	4.29231	1.96254	2.04706	3.8818	2.69491	2.99726	4.63309	3.90261	6.84195	1.85273	3.98832	4.6255	3.07891	3.18187
C4orf47	1.797456	2.95437	2.184018	1.78758	1.959729	3.65156	3.54103	3.63179	1.164188	1.747628	0.83245	0.862079	2.8199	2.024162	1.483776	1.395504	1.298267	1.171714	1.638827	2.208623
C16orf46	1.381631	1.945425	1.7777	1.46444	1.302552	1.04844	1.25962436997	0.928198	1.457997	1.881193	1.439691	2.20162	2.223045	1.87046	1.96697217375	1.43467	0.632602	0.510868	0.961937	1.017391
C19orf44	4.18454	6.19545	6.47256	5.43793	4.18479	5.12684	4.37307	4.01609	2.34785	2.6791	2.24678	1.2867	4.81168	4.10683	4.29717	3.07241	4.36446	3.58651	4.30639	4.26928
LOC100505841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf71	0	0	0	0	0	0.03072622	0.039825	0	0	0	0.08655196	0	0.07087482	0	0	0	0.03160329	0	0.02898348	0.06355756
C7orf34	3.98811	3.06936	0.199259	0.161901	0.95704	0	0.122563	0.411362	8.51769	12.6625	9.63402	11.2351	12.2666	9.8737	2.61403	7.95195	0	0	0	0
C16orf90	5.69044	8.35166	8.37437	6.89681	7.90249	6.65286	7.23531	10.10362	7.59114	7.30103	6.40534	5.57314	6.89431	7.81691	6.10761	3.71656	4.02655	5.022707	3.809971	4.714364
C20orf27	35.072833	33.216937	38.1597	34.01166	40.88612	48.959417	42.46503	46.91143	29.95765	32.13087	23.87402	22.18035	27.81255	31.59667	25.52844	23.886141	26.09311	25.887393	27.732867	32.00791
C10orf107	1.44699	1.90763	1.72327	2.11928	2.77597	2.28945	2.0724	2.67353	1.11709	1.05195	0.6712	0.21385	1.10705	1.34982	1.30564	1.34004	4.45672	4.54947	6.44338	6.02201
C2orf69	8.638457	8.159642	9.4754	8.864845	7.438362	9.6675	10.71148	6.990468	4.36418	4.904232	3.32238	2.99865	7.235997	6.870371	7.205298	6.063964	5.599523	4.372933	7.294913	7.970931
C19orf67	3.756461	3.054306	2.145583	4.00902	1.846028	1.158549	0.835606	0.4148027	0.273587	0.66836	0.162585	0.0583019	0.984727	0.508702	0.782479	0.589941	0.470398	0.2168925	0.592723	0.838059
C22orf23	2.347013	2.353632	2.802827	1.442809	3.623495	2.4316	2.194586	2.219409	2.66846	1.946503	2.5507	2.0211	2.990192	3.410891	1.458561	2.394756	3.328338	1.82379	1.586911	2.0785859
C2orf74	0.0522934	0.191473	0.223236	0.216188	1.1491745	0.142346	0.0662108	1.3246486	0.068222	0.0457894	0.574141	0.215458	0.16658	0	0	0	0	0.0678614	0.1355	0.371839
C1orf189	4.67821	6.46415	6.31199	4.74658	6.15755	6.553	6.57323	6.65462	3.4568	5.70632	3.30257	2.96045	6.24619	6.01352	5.8375	4.65257	3.14553	3.09858	4.62532	6.24759
C3orf62	1.22876	0.878843	1.903719	1.34189	0.75944	2.234797	2.357199	1.710777	1.160277	1.378925	0.348017	0.704334	1.21814	0.999635	1.669473	2.43046	0.990746	0.823387307	0.762476	1.55495
C10orf11	3.38211	4.7844	2.13087	1.42416	1.9687	1.82756	1.41996	2.82501	0.27869	0.522552	1.63836	2.2157	4.34087	3.6871	2.56776	2.57777	1.0465	0.551555	1.23347	1.35962
C12orf42	0.0692798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150125	0	0.0889663	0.048851
C14orf119	40.6476	37.6827	36.9144	36.7122	35.867	35.5132	36.4143	30.9534	31.3218	33.8064	24.3755	26.6769	35.3754	34.6481	32.3611	34.8849	26.3798	28.2068	31.5563	31.753
C17orf64	0	0	0.0709051	0.0575105	0.204532	0	0.0874231	0.097531	0.129589	0	0.189935	0.068316	0.0781673	0	0	0	0	0	0	0.0700634
LOC102288414	112.5805	99.53605	108.89454	95.61234	84.6219	86.0407	86.53782	70.62491	49.029318	54.91106	47.715331	43.319962	64.94091	60.97587	64.26013	58.77236	56.82844	55.87575	59.81512	60.72184
C17orf58	0.589371	1.655701	1.668755	0.780737	1.897349	0.981154	0.565086	1.668611	1.336969	0.822409	1.120122	0.9897516	1.0539857	2.089125	1.160082	1.398085	1.750291	1.792782	2.69859	2.608993
C10orf128	6.67056	4.78043	3.37335	2.59116	2.24813	1.63986	2.18317	2.22125	3.00211	3.28412	1.57444	2.74568	7.46187	6.89279	8.22044	8.97315	0.968672	0.688796	1.2569	1.74041
C8orf4	85.6009	92.7925	98.0784	122.327	104.179	87.9172	77.6116	108.065	132.453	150.124	103.742	108.438	118.987	122.381	122.166	104.275	108.65	84.5427	86.1875	97.472
C16orf72	38.4511	37.3285	36.782	35.5152	40.293	36.2705	39.0581	39.9317	50.0027	61.2891	43.0303	41.5308	46.0613	45.997	55.8369	52.6875	29.5919	37.4963	37.834	42.6693
C8orf59	324.8866	399.95909	374.23786	350.70676	377.25608	364.10304	350.49864	399.87779	206.06062	241.37899	224.74729	198.73878	296.55847	285.75824	256.46669	230.01266	251.06	239.63593	254.11639	254.38552
CXorf38	40.1277	35.9693	38.4268	31.3116	35.2048	39.414	44.2298	35.9043	24.1753	29.0373	22.6431	20.316	31.8018	30.8763	33.9241	26.6785	20.5577	22.001	25.8029	28.8007
KIAA1644	0.375255	0.729209	0.952805	0.621011	0.416782	0.332478	0.223377	0.244994	0.426139	0.374749	0.335037	0.310253	1.080326	0.964979	0.549396	0.452869	4.738548	2.11167	4.51626	6.093399
C21orf2	6.13893	8.37918	8.37499	6.9398	9.37137	7.01087	7.42109	7.15581	4.84654	7.48832	6.22409	5.58002	9.39558	8.78269	8.52522	6.82261	5.8938	6.17859	8.82959	8.95824
C11orf53	0.350623	0.0856423	0.25014	0.162215	0.190748	0.286838	0.124502	0	0	0.128219	0.202351	0.14511	0.054394	0.104664	0.579798	0.541282	3.5421	1.92517	1.87835	0.986365
C11orf24	11.9718	13.7965	15.7933	16.2311	14.3626	18.9177	18.4037	11.9589	9.1241	10.8887	10.8221	11.7687	10.7231	8.44847	14.9887	14.0612	19.4909	11.2703	14.0351	15.9605
C11orf86	65.1713	40.6068	15.4098	35.8403	23.8262	22.0787	16.0287	38.5358	141.299	132.987	67.8998	94.5137	86.4141	60.3354	62.6103	114.481	63.6417	80.0448	29.8008	33.448
CSTA	1.91231	2.081872	0.564457	2.013927	2.468791	1.223067	0.638396	0.56424	11.993145	14.13577	8.65007	12.87877	6.28934	3.56701	5.327104	7.00923	2.073168	10.2483	8.732039	5.326078
C14orf2	1017.97	921.986	900.848	933.739	862.672	848.006	801.49	837.598	571.184	521.971	602.932	560.381	755.134	683.001	762.795	812.523	1201.65	1341.4	1176.39	1056.93
C10orf35	15.08587	18.58601	21.70297	21.83612	21.17636	21.07503	19.48023	24.66018	23.37853	23.15144	11.195304	9.11313	19.02993	19.57196	19.51017	18.55418	16.02596	20.0507	21.56572	23.01304
C9orf3	114.801432	159.468336	170.789745	133.334015	107.00856	141.399049	156.267175	135.07601	59.180767	75.611279	52.36153	58.46294	94.913455	108.208989	75.783659	66.346181	62.529575	46.2546375	65.624501	77.862472
KIAA1211L	14.8798	17.3168	21.8714	21.6966	19.3446	19.4551	16.8495	22.6818	21.1676	23.0515	13.7465	10.2059	16.3965	19.9194	20.6203	24.4253	15.8681	22.5428	28.1379	39.2197
C9orf64	45.9679	43.7562	37.5835	45.0786	39.7288	29.4293	30.7716	37.4419	50.4562	46.2488	27.7985	26.4044	48.4089	47.6261	42.294	43.8302	40.0903	61.5541	57.4838	55.9112
C12orf43	28.794	38.1591	37.0157	32.604	38.0492	40.2644	40.0147	43.6199	35.8881	33.3681	31.189	25.3109	33.6447	39.8559	30.5567	30.3482	28.8876	30.0254	37.3688	41.6998
KIAA0825	1.717914	1.930509	2.63866	2.008099	2.192971	1.912699	2.04297	1.820415	1.702338	1.696316	1.223297	1.467669	2.36836	2.07409	2.079608	1.874416	2.3997	1.819275	2.081941	1.699552
C6orf15	0	0	0	0	0	0	0	0	0	0	0.134557	0	0	0	0	0	0	0	0	0
C15orf61	20.2554	30.1477	25.6116	26.4251	32.4483	31.2686	27.8208	27.4873	20.1094	20.4806	15.8475	13.8088	21.0182	22.6988	20.2097	21.0865	26.6521	29.0568	26.2171	26.7869
C2orf54	5.83014	10.01578	12.90616	11.35461	9.76651	9.43241	8.90876	12.82075	16.90484	16.38639	9.36095	8.18912	13.07816	16.00997	12.69167	10.03614	4.28994	9.91746	9.194784	13.867116
C1orf53	14.6469	23.6055	20.2908	22.4366	27.9803	20.0992	22.8802	20.7248	13.694	16.0987	14.7204	10.981	19.6306	19.2247	17.739	16.6041	12.7534	15.0419	19.0362	18.8551
C19orf25	39.9695	40.0769	41.7572	43.8704	39.1048	40.736	39.7696	48.629	41.5776	43.2493	35.0473	34.7337	39.0426	42.9578	39.2304	37.3312	31.3745	42.1136	39.829	37.3713
C19orf47	11.877091	12.056389	12.658108	12.3347	11.252025	12.137604	13.16463	10.84009	8.199543	9.358038	8.89714	8.095813	10.452016	10.674159	10.008991	8.702162	7.081568	7.300717	11.061533	9.77807
C1orf198	19.5419	30.5831	31.7065	27.9014	27.7686	21.8915	23.4645	27.0525	21.8214	23.6095	23.4707	17.7255	27.524	31.7652	25.2859	20.8831	20.4923	15.6297	21.2174	24.3224
C11orf52	38.8717	46.4783	45.4029	39.8456	36.0415	35.1912	36.3004	28.3084	27.509	28.4068	21.6078	20.2338	33.794	35.3495	31.6522	30.8276	27.1275	24.2763	24.4183	25.186
C1orf35	20.8855	20.3912	20.1608	19.1303	20.9705	20.4671	19.5489	28.7493	14.0856	16.0206	12.3863	10.2388	18.2975	18.3427	16.0156	13.6236	12.9403	13.7667	16.8756	18.2991
KIAA1468	29.42444	33.489697	32.150932	33.8312	36.30337374	25.9953863	28.18682156	36.5434381	43.725794704	44.17716	31.92147	31.734853168	42.98318	44.55633	39.89831	36.5116893	28.4678013	32.1176919	43.1565482695	44.98663
C19orf43	168.836	171.431	185.321	178.518	165.17	189.088	171.682	186.714	179.602	191.676	155.738	153.614	180.699	178.751	169.536	173.316	143.419	154.498	147.481	144.436
C1orf68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf88	6.99391	5.87359	7.11988	7.26708	5.92606	8.78135	8.86894	6.20748	3.94319	4.64605	4.487	3.46093	6.02233	5.0747	5.06051	6.10172	5.22209	4.92456	6.37634	5.20477
KRTAP13-2	0	0	0	0.0612934	0	0	0	0	0	0	0	0	0.082167	0	0	0	0	0	0	0.0918064
C6orf136	47.8274	53.8337	52.8496	52.9556	48.65137	54.8852	53.5752	60.9985	40.82794	37.85174	39.09189	37.22265	45.18689	47.6618	48.91869	50.94334	52.99656	63.42021	57.8131	63.7596
C1orf52	32.1321	29.9893	30.1589	31.5266	24.2413	32.1305	35.1226	29.5693	26.4159	29.4557	21.4261	22.2643	26.6113	28.775	31.6515	33.3278	24.1893	29.6656	26.5055	30.0052
C2orf50	0.9933691	1.26055	1.04221	1.25067	2.0827	1.51156	2.026717	1.97683	1.70765	2.45268	1.0848	1.74799	1.19728799	1.3309519	1.80637	1.499059	0.590706	1.1879816	2.26935	3.158727
C19orf70	144.223	166.389	161.618	162.845	154.058	168.711	153.743	186.033	108.222	104.126	99.5763	85.2842	128.771	131.826	120.299	126.868	179.624	195.254	177.226	180.338
C5orf42	2.01112	2.86018	4.36893	2.9601	2.97931	2.87794	3.03461	2.56639	2.00473	2.93011	2.98025	1.91527	2.98372	3.21414	3.2783	2.01764	1.53831	1.15918	2.1223	2.20486
C12orf49	8.42057	10.9198	10.8066	9.67843	10.2119	9.61813	10.7653	8.85845	5.81186	6.82492	6.03445	4.82733	8.04796	8.19387	8.23881	6.33305	5.17106	5.8118	8.01095	7.22681
C3orf70	18.8079	34.0387	27.3483	24.9243	21.6525	18.9396	23.8282	20.3062	15.7232	17.5439	13.03	10.4141	28.3562	32.8627	28.3034	23.8392	11.6827	11.7945	18.2639	18.8025
KIAA2013	69.9997	74.6251	74.6172	78.9949	70.5913	71.251	76.2237	75.0068	96.205	102.098	68.1932	72.9613	91.5364	93.1344	95.338	95.6924	59.7028	72.366	70.6168	70.6638
LOC81691	5.010105	4.678373	7.125566	5.387152	5.362423	5.815989	6.111355	4.607442	2.71435	2.87255	1.953692	1.847311	4.368269	4.371221	5.634389	4.051346	3.34459	3.1162161	5.653338	6.019043
C8orf37	9.18397	13.1944	12.4195	10.5172	14.073	9.52876	9.6593	12.4109	8.63602	7.57891	7.1399	5.24812	10.452	11.6026	8.56792	8.36545	7.77614	6.60655	10.1116	13.1544
KIAA0100	94.1274	105.42	98.5927	97.5441	108.446	122.87	124.053	122.022	116.232	132.698	91.7291	78.9398	107.582	115.758	112.277	96.0141	71.275	77.5435	99.7346	108.118
C1orf210	69.59488	73.674302	71.81075	92.45463	89.897501	78.62916	71.50432	123.150949	113.28839	104.82328	85.649355	99.87898	99.40024	94.88746	94.50758	108.805343	78.56406	112.04286	93.947163	105.693207
KIAA0586	3.83711	5.03578	5.51588	4.55063	4.33961	5.64103	5.68406	4.00557	2.732333	3.262883	2.30318	1.859967	3.354293	3.57798	3.37696	2.49524	1.847207	1.857775	3.65395	3.59473
C14orf166	181.475	181.053	190.452	183.683	171.499	172.664	178.695	169.803	138.645	134.866	104.214	96.3047	146.32	155.715	156.508	137.864	152.95	145.073	167.058	153.583
C11orf95	9.69393	20.2638	20.7917	11.4193	14.5182	10.7174	13.0879	11.9826	4.42768	8.49275	5.64947	4.28177	12.2739	13.379	11.681	7.83389	4.55221	2.64059	5.12094	6.54112
C1orf131	36.0267	38.9558	44.6292	40.0363	28.6489	47.3897	47.9724	32.334	15.1988	21.3975	14.1195	14.1519	24.9874	25.8177	25.9661	19.6575	27.8531	23.7458	25.593	25.9433
C12orf65	9.254605	9.797627	10.802707	10.398129	6.806895	11.183306	10.422899	8.129257	5.83994	7.551462	4.499417	4.312349	8.708469	9.987683	9.536022	8.662846	7.338365	8.196378	9.692865	7.497951
KIAA0907	67.74042	92.340775	103.20967	84.10729	90.447876	92.6429	96.0376	90.54098	55.7648000010707	74.21265	63.2671	54.82492	77.2226	88.5544	91.9996	73.0357	48.33599	48.6822000007918	56.534197	71.77929
C19orf60	69.3625	75.8722	82.9658	80.1637	61.9104	71.5962	63.7273	88.2301	61.3295	62.892	47.4191	44.8578	78.791	88.1887	70.9395	70.2455	74.638	74.7241	71.6041	65.2894
